district	type	rt1	rt2	rt3	rt4	rt5	rt6	rt7	price	population	height	attraction	building	busstop	community	mall	primaryschool	restaurant	secondaryschool	university	deltausers
丰台区	纯住宅	1	1	1	1	1	0	1	40300.0	1575.0	12.0	0	0	5	40	0	0	14	0	0	-41
东城区	纯住宅	1	1	0	1	1	1	1	38500.0	700.0	24.0	4	13	1	36	0	0	60	0	0	-113
丰台区	纯住宅	1	1	1	0	1	1	1	40000.0	1232.0	18.5	1	0	2	10	0	0	7	0	0	-62
朝阳区	纯住宅	1	0	0	0	0	1	1	33000.0	2625.0	15.0	0	0	0	27	0	1	25	1	0	-67
丰台区	纯住宅	1	1	0	0	0	0	1	35000.0	2037.0	23.0	0	0	1	28	0	1	9	3	0	-22
海淀区	写字楼	1	1	1	0	0	0	1	NULL	3520.0	13.0	2	0	1	0	1	0	4	0	0	-91
丰台区	纯住宅	1	1	1	1	1	1	1	38000.0	15750.0	12.0	0	0	0	3	0	1	1	0	0	-47
石景山	纯住宅	1	1	1	0	0	0	1	38000.0	1758.61	15.0	0	3	3	11	0	1	26	1	0	-16
朝阳区	写字楼	1	1	1	1	1	0	1	45000.0	3520.0	12.0	0	2	1	5	0	0	4	0	0	-27
朝阳区	纯住宅	1	1	1	1	0	0	0	34500.0	3430.0	18.0	0	0	3	41	1	0	13	0	0	-55
海淀区	纯住宅	1	1	0	0	0	1	1	52587.0	1330.0	15.0	2	11	3	14	0	0	30	0	0	-133
朝阳区	纯住宅	1	1	1	1	1	0	1	43565.0	3150.0	10.0	4	10	3	26	0	1	15	1	0	-95
朝阳区	写字楼	1	1	1	1	1	0	1	30000.0	7040.0	12.0	0	2	3	34	0	0	17	1	1	-54
朝阳区	纯住宅	1	1	1	1	1	0	1	44950.0	2800.0	11.5	2	4	3	43	0	0	31	2	0	-127
朝阳区	纯住宅	1	1	1	1	1	0	1	60000.0	2205.0	17.0	0	2	2	36	0	1	19	1	0	-219
丰台区	纯住宅	1	1	0	0	0	0	1	45000.0	4900.0	15.5	0	0	3	15	0	0	6	0	0	-13
石景山	纯住宅	1	1	1	1	1	1	1	34682.0	1400.0	18.0	0	0	1	3	0	0	8	0	2	-7
西城区	写字楼	1	1	1	1	1	0	1	53800.0	3520.0	15.0	2	5	2	39	0	1	21	0	0	-75
朝阳区	写字楼	1	1	0	0	0	0	1	52000.0	7040.0	28.0	1	2	1	36	0	0	40	0	0	-110
朝阳区	写字楼	1	1	1	1	1	0	0	NULL	3520.0	29.0	1	14	2	58	0	0	39	2	0	-162
海淀区	写字楼	1	1	0	0	1	0	1	NULL	3520.0	20.0	5	2	3	37	1	0	17	0	0	-174
朝阳区	纯住宅	1	1	1	1	1	0	1	43250.0	420.0	24.0	0	2	2	61	0	0	37	2	1	-57
朝阳区	写字楼	1	1	1	1	1	0	1	75000.0	7040.0	25.0	0	1	1	43	0	0	12	0	0	-241
石景山	写字楼	0	0	0	0	1	1	1	NULL	3168.0	15.0	0	2	6	4	0	1	19	0	0	-16
丰台区	纯住宅	0	0	1	0	0	0	0	35000.0	1400.0	22.0	0	1	4	16	0	1	39	0	0	-92
丰台区	纯住宅	0	0	1	0	0	0	0	32000.0	1225.0	10.0	0	12	3	12	0	0	39	0	1	-42
西城区	商住两用	0	0	1	0	0	0	0	30000.0	1320.0	17.0	1	3	3	34	1	1	33	1	0	-129
东城区	写字楼	1	1	1	1	1	1	0	NULL	3484.8	10.0	3	3	3	64	1	2	23	1	0	-247
海淀区	纯住宅	1	0	0	0	0	1	1	33000.0	716.1	12.0	0	1	0	4	0	0	7	0	0	-42
朝阳区	商住两用	1	1	1	1	1	0	1	46000.0	2640.0	26.0	0	0	0	193	0	0	29	1	0	-44
朝阳区	纯住宅	1	1	1	1	1	0	1	41569.0	6300.0	25.0	0	8	3	41	0	1	36	0	0	-113
朝阳区	纯住宅	1	1	1	1	1	0	1	46026.0	2100.0	23.5	1	1	3	0	0	0	6	0	0	-15
丰台区	写字楼	1	0	1	0	1	0	1	NULL	3520.0	14.0	0	0	2	0	0	0	1	0	0	-40
西城区	写字楼	1	1	0	1	0	1	1	NULL	3520.0	7.0	4	5	6	10	0	1	39	1	0	-138
丰台区	酒店式公寓	1	1	1	1	1	0	1	NULL	1240.8	26.0	1	0	2	21	0	0	12	0	0	-60
丰台区	写字楼	1	1	0	1	1	0	1	NULL	3168.0	26.0	1	0	2	21	0	0	12	0	0	-60
西城区	写字楼	1	1	1	1	1	1	1	30000.0	3520.0	22.0	2	11	4	10	0	0	34	0	0	-103
东城区	写字楼	1	1	0	0	0	0	1	52000.0	3520.0	17.0	2	17	2	62	0	1	68	3	0	-71
朝阳区	写字楼	1	1	0	0	1	0	1	NULL	3520.0	17.0	3	9	3	6	0	0	5	0	0	-254
朝阳区	写字楼	1	0	0	0	0	1	1	NULL	3520.0	20.0	0	4	4	35	0	0	18	0	0	-119
朝阳区	写字楼	1	1	1	1	0	0	0	NULL	3520.0	22.0	0	4	5	26	0	0	31	0	0	-196
东城区	写字楼	1	1	1	1	1	1	1	NULL	3520.0	14.0	2	5	0	40	0	3	22	2	0	-79
西城区	商住两用	1	1	1	0	0	0	1	49557.0	1320.0	13.0	1	2	2	36	1	0	16	0	1	-39
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3168.0	5.0	0	0	0	0	0	0	0	0	0	-33
海淀区	写字楼	1	1	0	0	0	0	1	30000.0	3520.0	12.0	0	1	1	4	0	0	0	0	0	0
海淀区	商住两用	1	1	0	0	0	0	1	30000.0	1320.0	11.0	0	8	1	85	1	1	13	1	0	-113
海淀区	写字楼	1	0	1	0	0	0	1	NULL	3520.0	9.0	3	5	1	13	1	1	36	0	0	-65
海淀区	写字楼	1	1	0	1	1	0	1	NULL	3520.0	25.0	0	18	3	68	1	1	31	1	3	-206
朝阳区	纯住宅	1	1	1	0	0	0	1	50000.0	2205.0	24.0	0	9	2	62	0	0	33	0	0	-89
朝阳区	写字楼	1	1	1	1	1	1	0	NULL	3520.0	25.0	0	0	2	18	0	1	34	0	0	-276
朝阳区	纯住宅	1	1	0	1	0	0	1	43000.0	700.0	15.0	15	3	0	20	0	1	12	0	0	-100
海淀区	纯住宅	1	1	1	1	0	0	1	62278.0	1225.0	14.0	1	7	2	19	0	0	28	0	0	-68
朝阳区	纯住宅	1	1	1	0	0	0	1	45000.0	455.0	16.0	6	2	1	26	1	0	8	0	0	-61
朝阳区	纯住宅	1	1	1	0	0	0	1	44000.0	630.0	15.0	0	0	1	1	0	0	0	1	0	0
东城区	写字楼	0	1	1	0	0	0	0	45000.0	3520.0	8.0	5	4	4	19	1	2	23	1	0	-99
丰台区	写字楼	1	0	0	0	0	0	1	40000.0	3520.0	4.0	0	0	2	0	0	0	0	1	0	-60
东城区	酒店式公寓	1	1	1	0	1	0	0	43000.0	1320.0	5.5	15	2	2	0	0	0	6	0	0	-42
海淀区	商住两用	1	1	0	0	1	0	1	44511.0	1320.0	28.0	0	1	2	25	0	1	19	1	0	-132
海淀区	纯住宅	1	1	0	0	1	0	1	39000.0	525.0	11.0	0	0	1	14	0	0	5	2	0	-25
海淀区	写字楼	1	0	0	0	0	0	1	NULL	3520.0	22.0	1	5	1	16	0	0	24	0	3	-175
朝阳区	商住两用	1	1	1	1	1	1	1	62100.0	2640.0	32.0	0	0	2	7	0	0	1	0	0	-53
海淀区	纯住宅	1	0	0	0	0	0	0	45000.0	350.0	19.0	0	6	2	59	0	0	18	0	0	-54
朝阳区	纯住宅	1	1	0	0	1	0	1	30000.0	6650.0	9.0	0	0	1	0	0	1	1	0	0	-18
朝阳区	纯住宅	1	0	1	0	0	0	0	41326.0	1768.0	11.5	1	1	0	45	0	0	1	0	0	-58
海淀区	写字楼	0	0	0	0	0	0	1	NULL	3520.0	5.0	1	1	2	18	0	0	2	0	0	-64
朝阳区	写字楼	1	1	0	1	1	0	1	45118.0	7040.0	24.0	3	5	2	50	0	0	50	0	0	-78
海淀区	酒店式公寓	1	0	0	0	0	0	1	38000.0	1320.0	7.0	0	2	2	33	0	0	29	0	0	-28
海淀区	纯住宅	1	1	1	1	1	0	1	65000.0	4480.0	20.0	0	7	1	25	0	0	19	2	2	-63
海淀区	纯住宅	1	1	0	0	0	0	1	50000.0	980.0	16.0	0	4	4	23	0	0	20	0	0	-100
海淀区	纯住宅	1	1	0	0	1	0	1	53293.0	4550.0	17.0	2	1	3	12	0	0	5	0	0	-59
朝阳区	纯住宅	1	0	0	1	1	0	1	39248.0	1050.0	28.0	5	10	2	9	0	0	10	0	0	-129
海淀区	纯住宅	1	1	0	1	1	0	1	75000.0	910.0	10.0	0	0	1	7	0	1	2	0	0	-52
朝阳区	写字楼	0	1	0	1	1	0	1	NULL	3520.0	24.0	5	36	2	79	0	0	66	0	0	-257
朝阳区	纯住宅	1	1	0	0	0	0	1	61193.0	700.0	9.5	1	13	1	17	1	0	47	1	0	-68
朝阳区	商住两用	1	1	1	1	1	1	1	31000.0	2640.0	21.0	1	1	1	22	0	0	13	1	0	-42
朝阳区	写字楼	1	1	0	0	0	0	1	NULL	3520.0	6.0	10	10	3	13	0	0	43	0	0	-84
朝阳区	写字楼	1	1	0	0	0	0	1	NULL	3520.0	6.0	0	0	0	2	0	0	0	0	0	-20
朝阳区	写字楼	1	1	1	1	1	0	1	45000.0	7040.0	22.5	3	7	1	8	2	1	56	0	0	-296
丰台区	写字楼	1	1	0	0	1	0	1	51000.0	3520.0	12.0	1	17	2	42	2	0	48	1	0	-61
朝阳区	酒店式公寓	1	1	1	1	1	0	1	51161.0	11880.0	22.0	5	26	1	28	1	0	31	1	0	-76
海淀区	纯住宅	1	1	0	1	0	0	1	32000.0	8750.0	11.5	0	1	2	4	0	0	1	0	0	-14
西城区	纯住宅	1	1	1	1	1	0	1	52156.0	1341.0	16.0	0	5	2	13	0	1	20	0	0	-39
西城区	写字楼	1	1	0	0	0	0	0	NULL	3520.0	8.0	3	15	1	21	0	0	27	0	0	-72
石景山	写字楼	1	1	0	0	0	0	1	48666.0	3520.0	23.0	0	2	3	7	0	0	12	1	1	-33
朝阳区	商住两用	1	1	0	0	1	0	1	46000.0	3960.0	26.0	0	0	0	193	0	0	29	1	0	-44
朝阳区	纯住宅	1	1	0	0	1	0	1	46574.0	700.0	15.5	0	3	1	0	0	0	7	0	0	-147
朝阳区	纯住宅	1	1	1	1	1	0	1	58000.0	616.0	22.0	9	2	2	44	2	1	12	1	0	-83
朝阳区	纯住宅	1	1	1	1	1	0	0	35000.0	350.0	20.0	1	5	1	13	0	3	9	0	0	-40
海淀区	写字楼	1	1	0	0	1	1	1	36400.0	2992.0	8.0	1	2	1	14	0	0	10	0	0	-47
西城区	写字楼	1	1	0	0	0	0	1	55000.0	3379.2	15.0	3	1	1	10	0	0	41	1	0	-164
东城区	纯住宅	1	1	0	0	0	1	1	62000.0	7644.0	20.0	7	9	1	13	0	1	28	0	0	-169
西城区	写字楼	1	1	1	1	1	0	1	67800.0	10560.0	22.0	1	5	1	49	0	0	9	0	4	-156
大兴区	纯住宅	1	1	1	1	1	0	1	28500.0	2730.0	16.0	1	0	0	46	1	0	14	0	0	-16
大兴区	纯住宅	1	1	1	1	1	0	1	28500.0	5600.0	16.0	1	0	0	46	1	0	14	0	0	-16
大兴区	纯住宅	1	1	1	1	1	0	1	28500.0	3500.0	16.0	1	0	0	46	1	0	14	0	0	-16
朝阳区	纯住宅	1	1	1	1	1	0	1	38000.0	756.0	18.0	1	3	2	90	0	1	27	0	0	-181
丰台区	纯住宅	1	1	0	0	0	0	1	48000.0	3528.0	17.0	1	0	2	1	0	0	0	0	0	-7
朝阳区	纯住宅	1	1	1	1	1	0	1	35210.0	5880.0	23.0	0	3	1	16	0	0	34	0	0	-61
朝阳区	写字楼	1	0	0	0	0	0	1	45000.0	3132.8	6.0	19	0	0	2	0	0	2	0	0	-52
朝阳区	写字楼	1	1	1	1	1	0	1	45200.0	3520.0	7.0	1	12	1	11	0	2	16	0	0	-68
朝阳区	写字楼	1	1	0	1	1	1	1	NULL	3520.0	5.0	0	0	2	249	0	0	29	1	0	-50
海淀区	纯住宅	1	1	0	0	0	0	1	NULL	1750.0	6.0	3	2	1	13	0	0	6	0	0	-56
朝阳区	写字楼	1	1	0	0	1	0	1	41000.0	3520.0	11.0	2	4	3	20	0	1	62	0	0	-160
海淀区	写字楼	1	1	0	0	0	0	1	NULL	3273.6	12.0	1	2	2	14	0	0	32	0	0	-54
石景山	纯住宅	1	1	0	1	1	0	1	25000.0	4081.0	19.5	0	0	2	0	0	0	8	0	0	-44
石景山	纯住宅	1	1	0	1	1	0	1	25000.0	3430.0	19.5	0	0	2	0	0	0	8	0	0	-44
石景山	纯住宅	1	1	0	1	1	0	1	25000.0	3850.0	16.0	0	0	2	0	0	0	8	0	0	-44
石景山	纯住宅	1	1	0	1	0	0	1	25000.0	3115.0	16.0	0	0	2	0	0	0	8	0	0	-44
丰台区	商住两用	1	0	0	0	0	0	1	45000.0	1254.0	12.5	1	1	2	48	0	0	27	0	0	-47
东城区	纯住宅	1	1	1	0	0	0	0	65000.0	1005.0	15.0	5	7	2	7	0	1	48	2	1	-140
海淀区	纯住宅	1	1	1	0	0	0	1	42000.0	1750.0	18.0	0	1	1	13	0	0	9	0	0	-18
朝阳区	写字楼	1	1	1	1	1	0	1	NULL	3520.0	10.0	4	9	3	42	0	0	32	0	1	-91
朝阳区	纯住宅	1	1	1	0	0	0	1	32000.0	5235.09	28.5	0	0	3	2	0	0	97	0	0	-36
通州区	纯住宅	1	1	1	1	1	0	1	25300.0	4305.0	14.0	2	0	1	0	0	0	3	0	0	-44
海淀区	写字楼	1	1	0	1	1	0	1	NULL	7040.0	18.0	0	0	3	19	0	0	6	0	0	-19
海淀区	纯住宅	1	1	0	0	1	0	1	45000.0	2786.0	23.0	1	1	9	26	0	1	42	0	0	-2
海淀区	纯住宅	1	1	1	1	0	0	1	35000.0	7896.0	18.5	1	0	2	19	0	1	1	0	0	-54
通州区	纯住宅	0	0	1	0	0	0	1	20000.0	22218.0	14.0	0	0	0	4	0	0	0	0	0	-3
朝阳区	纯住宅	1	1	0	0	0	0	1	30000.0	5850.07	27.5	0	0	3	2	0	0	97	0	0	-36
海淀区	酒店式公寓	1	1	1	1	1	1	1	120000.0	3960.0	9.0	1	5	4	52	0	1	16	2	1	-78
西城区	纯住宅	1	1	0	1	0	0	1	65306.0	280.0	11.0	4	3	1	16	0	0	16	0	4	-25
海淀区	纯住宅	1	1	1	0	0	0	0	38000.0	1108.8	6.0	0	0	2	23	0	0	39	0	2	-14
海淀区	写字楼	1	0	0	0	0	0	1	36000.0	3414.4	5.0	0	0	2	23	0	0	39	0	2	-14
丰台区	商住两用	1	0	0	0	0	0	0	37297.0	1320.0	15.0	0	1	3	6	0	0	11	0	0	-54
西城区	纯住宅	1	1	0	1	0	0	1	42955.0	490.0	15.0	1	6	3	27	0	1	41	0	0	-63
丰台区	纯住宅	1	1	1	0	1	0	1	37000.0	245.0	13.0	0	1	1	34	0	1	33	0	0	-55
朝阳区	纯住宅	1	0	0	0	0	1	1	27868.0	700.0	17.5	0	0	1	0	0	0	0	0	0	-52
大兴区	纯住宅	1	1	1	1	1	0	1	31400.0	2016.0	18.0	0	0	6	13	0	0	3	0	0	-14
丰台区	纯住宅	1	0	0	0	0	0	1	35000.0	7022.4	17.0	0	0	0	1	0	0	4	0	0	-14
丰台区	纯住宅	0	0	1	0	0	0	0	22000.0	13251.0	15.0	0	0	1	5	0	1	0	0	0	-13
通州区	纯住宅	1	1	0	0	0	0	1	14497.0	5324.0	16.0	0	0	0	0	0	0	0	0	0	-17
海淀区	写字楼	1	1	0	0	0	1	1	NULL	3520.0	12.5	5	2	1	24	0	0	5	0	3	-148
朝阳区	纯住宅	1	1	1	1	1	1	1	60000.0	1540.0	26.0	0	0	2	240	0	0	11	1	0	-189
朝阳区	纯住宅	1	1	1	1	1	1	1	60000.0	770.0	16.0	0	0	2	240	0	0	11	1	0	-189
东城区	纯住宅	1	0	0	0	0	0	1	62000.0	10500.0	25.0	1	5	1	23	0	2	37	2	0	-119
朝阳区	酒店式公寓	1	1	0	0	0	0	1	53726.0	15840.0	39.0	3	13	3	61	0	0	8	1	0	-440
海淀区	写字楼	0	1	0	0	0	0	0	NULL	7040.0	11.0	0	9	2	1	0	0	24	0	1	-24
顺义区	纯住宅	1	0	0	0	0	0	0	23000.0	3500.0	12.0	0	0	0	2	0	1	10	0	0	-34
顺义区	纯住宅	1	0	0	0	0	0	0	23000.0	3500.0	12.0	0	0	0	2	0	1	10	0	0	-34
朝阳区	纯住宅	1	1	0	0	0	1	1	45000.0	2100.0	9.0	1	2	2	48	0	0	32	1	0	-32
丰台区	写字楼	1	1	1	0	0	0	1	58000.0	7040.0	19.0	0	7	1	17	1	0	16	0	1	-53
朝阳区	纯住宅	0	0	0	0	0	1	0	66000.0	350.0	22.0	1	0	2	0	0	0	5	0	0	-63
朝阳区	纯住宅	0	0	0	0	0	1	0	48000.0	350.0	22.0	0	0	2	0	0	0	0	0	0	-100
朝阳区	纯住宅	0	0	0	0	0	1	0	66000.0	350.0	22.0	2	2	0	15	0	0	20	0	0	-79
朝阳区	写字楼	1	1	0	1	1	0	1	50000.0	7040.0	21.0	1	4	2	15	1	1	59	1	0	-141
朝阳区	写字楼	1	1	0	1	1	1	1	41619.0	3520.0	5.0	0	2	3	23	0	2	31	1	0	-38
朝阳区	纯住宅	1	0	0	0	0	0	1	65000.0	378.0	5.0	1	7	2	96	0	1	40	1	0	-35
海淀区	写字楼	1	0	0	0	0	0	0	NULL	3520.0	4.0	1	5	0	19	0	1	6	1	0	-62
西城区	纯住宅	0	0	0	0	0	0	1	62112.0	6475.0	11.5	2	1	2	55	0	1	59	1	0	-74
海淀区	写字楼	1	1	1	0	0	1	1	41466.0	3520.0	18.0	0	0	0	0	0	0	0	0	0	-110
石景山	写字楼	1	1	0	0	0	1	1	NULL	3520.0	13.0	1	0	3	26	0	1	20	0	0	-12
海淀区	商住两用	1	1	0	0	0	0	1	63000.0	13068.0	13.5	1	34	3	1	6	0	95	0	0	-39
大兴区	写字楼	1	1	0	0	1	1	1	45000.0	7040.0	16.0	0	0	3	0	0	0	0	0	0	-83
西城区	纯住宅	0	0	1	0	0	0	0	60000.0	3073.0	28.0	0	3	2	37	0	0	9	0	0	-46
昌平区	纯住宅	0	0	1	0	0	1	1	26000.0	2800.0	15.0	0	0	1	12	0	0	1	0	0	-32
大兴区	写字楼	1	0	0	0	0	0	1	NULL	3168.0	11.0	0	1	2	3	0	0	1	0	0	-82
大兴区	写字楼	1	0	0	0	0	0	1	NULL	12249.6	11.0	0	1	2	3	0	0	1	0	0	-82
通州区	纯住宅	1	0	1	0	0	0	1	21717.0	4620.0	20.5	0	0	0	0	0	0	0	0	0	-14
通州区	纯住宅	1	1	1	0	0	0	1	21717.0	4620.0	20.5	0	0	0	0	0	0	0	0	0	-14
通州区	纯住宅	1	1	1	0	0	0	1	21717.0	4620.0	20.0	0	0	0	0	0	0	0	0	0	-14
朝阳区	纯住宅	1	0	0	0	0	0	1	68000.0	1050.0	7.0	0	0	1	8	0	0	94	0	0	-63
大兴区	写字楼	1	1	1	1	0	1	1	45000.0	7040.0	9.5	0	0	5	42	1	0	15	0	0	-30
海淀区	纯住宅	0	0	1	0	0	1	0	45000.0	1750.0	4.0	2	0	0	3	0	0	2	0	0	-32
丰台区	写字楼	0	1	0	0	0	0	1	50000.0	3168.0	16.0	0	0	1	50	0	0	19	1	0	-82
海淀区	纯住宅	0	0	0	0	0	1	0	45000.0	350.0	22.0	0	1	4	31	0	0	7	1	0	-102
海淀区	纯住宅	0	0	0	0	0	0	1	54000.0	700.0	18.0	0	0	2	10	0	0	6	0	0	-145
海淀区	写字楼	1	0	0	0	0	0	1	80000.0	21120.0	4.5	0	3	0	9	1	0	12	0	0	-100
丰台区	纯住宅	1	1	0	0	0	1	1	43492.0	24500.0	21.5	0	0	0	38	0	0	0	0	0	-51
海淀区	纯住宅	1	1	1	1	1	0	1	51120.0	4200.0	9.5	1	2	2	35	0	1	20	0	0	-14
海淀区	纯住宅	1	1	1	1	1	0	1	51320.0	4200.0	9.5	1	2	2	35	0	1	20	0	0	-14
海淀区	写字楼	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	3520.0	16.0	6	45	3	3	2	0	87	0	1	-68
朝阳区	纯住宅	0	0	0	0	0	0	1	35700.0	4200.0	23.0	2	5	3	7	0	0	20	0	0	-78
朝阳区	纯住宅	0	0	0	0	0	0	1	35700.0	35000.0	23.0	2	5	3	7	0	0	20	0	0	-78
朝阳区	纯住宅	0	0	0	0	0	0	1	35700.0	4200.0	23.0	2	5	3	7	0	0	20	0	0	-78
石景山	纯住宅	1	0	0	0	0	0	1	40500.0	14598.5	15.0	0	2	2	1	0	0	3	0	0	-34
石景山	写字楼	0	0	0	0	0	0	1	NULL	5984.0	21.0	3	1	5	51	0	2	38	0	0	-29
朝阳区	写字楼	1	0	0	1	0	1	1	NULL	3520.0	4.5	27	2	3	0	0	0	2	0	0	-18
朝阳区	写字楼	1	1	1	1	0	0	0	NULL	3520.0	18.0	0	1	1	62	0	0	11	1	0	-311
丰台区	纯住宅	1	1	0	0	0	0	1	45000.0	1750.0	11.0	4	1	1	47	1	1	41	1	0	-65
大兴区	纯住宅	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40000.0	7000.0	9.0	0	0	3	0	0	0	0	0	0	-23
丰台区	纯住宅	1	0	1	0	0	0	1	40000.0	420.0	20.0	0	17	2	38	0	0	46	0	0	-62
朝阳区	商住两用	1	1	1	1	1	1	0	78000.0	5940.0	28.0	2	15	0	25	0	0	3	0	0	-281
东城区	酒店式公寓	1	1	0	0	0	0	0	65000.0	1188.0	25.0	7	9	1	13	0	1	28	0	0	-169
海淀区	写字楼	NULL	NULL	NULL	NULL	NULL	NULL	NULL	51000.0	3520.0	6.0	0	3	0	1	0	0	40	0	0	-84
石景山	写字楼	1	0	1	0	0	0	1	NULL	3520.0	5.0	3	1	5	51	0	2	38	0	0	-29
大兴区	纯住宅	1	1	0	0	0	0	1	17000.0	2653.0	8.0	0	0	0	0	0	0	2	0	0	-7
海淀区	写字楼	1	1	1	0	0	0	0	NULL	3273.6	16.5	0	10	2	40	0	2	15	2	0	-40
海淀区	纯住宅	1	1	1	0	0	1	1	55000.0	252.0	5.0	0	5	0	8	0	0	0	0	0	-15
朝阳区	写字楼	0	0	0	0	0	0	1	NULL	9081.6	3.5	0	0	0	0	0	0	0	0	0	-16
朝阳区	纯住宅	0	1	0	0	0	0	1	53869.0	517.44	27.0	0	0	2	1	0	1	19	0	0	-44
朝阳区	纯住宅	1	1	1	1	1	0	1	46000.0	4921.0	28.0	0	1	3	28	0	1	4	4	0	-39
丰台区	写字楼	0	0	0	0	0	0	1	40000.0	3168.0	11.5	0	2	0	1	0	0	2	0	0	-67
朝阳区	酒店式公寓	1	0	1	0	0	0	0	66000.0	2455.2	16.5	5	16	6	46	5	0	174	0	1	-150
朝阳区	纯住宅	1	0	0	0	0	0	0	60000.0	1428.0	5.0	0	0	3	10	0	1	15	0	0	-35
朝阳区	纯住宅	1	1	1	1	1	1	1	60000.0	7000.0	13.0	0	4	2	244	0	0	30	1	0	-61
朝阳区	写字楼	0	0	0	0	0	0	1	50000.0	3484.8	10.5	0	3	2	131	0	0	8	2	0	-105
丰台区	写字楼	1	1	1	1	0	1	1	40876.0	14080.0	22.0	0	1	1	34	0	0	9	1	0	-104
石景山	写字楼	1	1	1	1	0	0	1	35000.0	3520.0	5.0	0	0	1	0	0	0	0	0	0	-22
西城区	写字楼	1	1	1	1	1	1	1	70000.0	3520.0	8.0	1	19	9	22	1	0	28	3	0	-72
西城区	写字楼	1	1	1	1	1	1	1	70000.0	7040.0	8.0	5	27	5	14	2	0	22	2	0	-269
东城区	纯住宅	1	1	1	1	1	1	0	70000.0	3500.0	9.0	7	9	1	13	0	1	28	0	0	-169
西城区	写字楼	1	1	0	0	0	1	1	60000.0	3520.0	11.0	5	22	5	12	3	0	31	2	0	-242
丰台区	纯住宅	0	0	0	0	0	0	1	41000.0	630.0	17.0	0	3	3	27	0	1	24	1	0	-58
朝阳区	写字楼	1	1	0	0	0	1	1	60000.0	7040.0	3.5	2	10	4	23	1	0	41	0	0	-47
丰台区	纯住宅	1	1	1	0	0	0	1	48000.0	2096.84	11.0	0	0	1	6	0	0	2	0	0	-23
丰台区	纯住宅	1	0	1	0	1	1	1	45000.0	1523.0	14.0	0	0	1	15	0	0	20	1	0	-50
丰台区	纯住宅	1	1	0	0	0	0	1	55000.0	10945.0	14.0	0	0	1	2	0	1	2	1	0	-15
西城区	纯住宅	1	1	1	0	0	0	1	45000.0	8295.0	18.0	0	3	2	37	0	0	9	0	0	-46
丰台区	纯住宅	0	0	0	0	0	0	1	40000.0	2100.0	23.0	0	4	1	28	1	3	23	1	0	-35
丰台区	纯住宅	1	1	1	0	0	0	1	42000.0	8050.0	15.0	4	1	3	29	1	1	56	1	0	-94
丰台区	写字楼	1	0	0	0	0	0	0	NULL	7040.0	8.0	0	0	0	0	0	0	2	0	0	-70
朝阳区	纯住宅	1	1	1	1	1	0	1	60000.0	5544.0	30.0	2	0	1	6	1	0	3	0	0	-75
东城区	纯住宅	0	0	1	0	0	0	1	50632.0	350.0	11.5	33	0	3	8	1	1	74	1	0	-77
东城区	纯住宅	0	0	1	0	0	0	1	53927.0	350.0	12.0	4	7	1	19	0	0	45	0	0	-49
大兴区	纯住宅	1	1	1	1	1	1	1	43000.0	3077.0	18.0	0	0	3	20	0	0	1	0	2	-26
朝阳区	写字楼	1	0	0	0	0	0	1	NULL	3520.0	4.0	2	3	1	28	0	1	44	0	0	-25
西城区	写字楼	1	1	0	0	1	0	1	NULL	3520.0	12.5	1	2	2	42	0	0	19	1	0	-295
石景山	纯住宅	0	0	0	0	0	0	1	34000.0	1400.0	21.0	0	5	1	3	0	0	5	0	0	-17
丰台区	纯住宅	1	0	0	0	0	0	1	40000.0	2744.0	21.0	48	0	0	0	0	0	6	0	0	-15
朝阳区	纯住宅	0	0	0	0	0	0	1	45000.0	700.0	9.5	0	8	4	44	0	1	27	1	0	-61
朝阳区	商住两用	1	1	1	1	1	1	1	60000.0	6600.0	14.0	0	0	1	91	0	3	21	1	0	-203
顺义区	写字楼	0	0	0	0	0	1	1	40000.0	3520.0	4.0	0	0	6	30	0	0	6	0	0	-8
海淀区	写字楼	1	0	0	0	0	1	1	35009.0	3520.0	8.0	2	3	1	19	0	0	19	0	3	-68
通州区	纯住宅	1	1	0	1	1	0	1	20000.0	20300.0	21.0	0	0	1	3	0	0	6	0	0	0
海淀区	纯住宅	1	0	0	0	0	0	1	46000.0	5250.0	9.5	0	2	2	40	0	0	4	2	1	-34
海淀区	写字楼	0	0	0	0	0	0	1	NULL	3379.2	8.5	0	2	1	13	0	0	6	0	0	-20
西城区	纯住宅	1	1	1	1	1	0	1	71236.0	1050.0	19.0	2	11	1	28	0	0	31	1	1	-89
昌平区	纯住宅	0	1	0	1	0	0	1	45000.0	8662.5	12.0	0	1	5	64	2	0	40	0	0	-64
朝阳区	写字楼	0	1	0	0	0	0	0	NULL	7040.0	32.0	0	1	0	36	0	2	34	1	0	-216
通州区	纯住宅	1	1	1	0	0	1	0	21600.0	2695.0	22.0	0	0	6	6	0	0	22	0	0	-11
朝阳区	纯住宅	1	0	0	0	0	0	1	40000.0	1750.0	11.5	3	3	1	30	0	1	14	0	0	-32
朝阳区	纯住宅	1	1	1	1	1	1	1	40000.0	9765.0	10.0	0	1	3	28	0	1	4	4	0	-39
西城区	写字楼	1	1	1	1	1	1	0	NULL	3449.6	15.0	1	0	3	41	1	2	24	3	0	-231
